tag_id,date_time,dive_id,dive_phase,depth
Snake_1,2023-06-09T00:04:15Z,1,M,-20.4
Snake_1,2023-06-09T00:04:20Z,1,M,-19.8
Snake_1,2023-06-09T00:04:22Z,1,M,-19.8
Snake_1,2023-06-09T00:04:23Z,1,M,-19.6
Snake_1,2023-06-09T00:04:25Z,1,M,-18.8
Snake_1,2023-06-09T00:04:27Z,1,M,-19.8
Snake_1,2023-06-09T00:04:28Z,1,M,-18.6
Snake_1,2023-06-09T00:04:30Z,1,M,-19.2
Snake_1,2023-06-09T00:04:31Z,1,M,-18.9
Snake_1,2023-06-09T00:04:36Z,1,M,-18.2
Snake_1,2023-06-09T00:04:38Z,1,M,-18
Snake_1,2023-06-09T00:04:41Z,1,M,-17.6
Snake_1,2023-06-09T00:04:43Z,1,M,-17.3
Snake_1,2023-06-09T00:04:45Z,1,M,-17
Snake_1,2023-06-09T00:04:46Z,1,M,-16.8
Snake_1,2023-06-09T00:04:48Z,1,M,-16.6
Snake_1,2023-06-09T00:04:50Z,1,M,-16.4
Snake_1,2023-06-09T00:04:51Z,1,M,-16.2
Snake_1,2023-06-09T00:04:53Z,1,M,-15.9
Snake_1,2023-06-09T00:04:55Z,1,M,-15.6
Snake_1,2023-06-09T00:04:56Z,1,M,-15.2
Snake_1,2023-06-09T00:04:58Z,1,M,-15.4
Snake_1,2023-06-09T00:05:00Z,1,M,-14.7
Snake_1,2023-06-09T00:05:01Z,1,M,-14.6
Snake_1,2023-06-09T00:05:03Z,1,M,-14.5
Snake_1,2023-06-09T00:05:05Z,1,M,-14.1
Snake_1,2023-06-09T00:05:06Z,1,M,-13.8
Snake_1,2023-06-09T00:05:08Z,1,M,-13.5
Snake_1,2023-06-09T00:05:10Z,1,M,-13.4
Snake_1,2023-06-09T00:05:12Z,1,M,-12.9
Snake_1,2023-06-09T00:05:13Z,1,M,-12.7
Snake_1,2023-06-09T00:05:15Z,1,M,-12.3
Snake_1,2023-06-09T00:05:17Z,1,M,-12.2
Snake_1,2023-06-09T00:05:19Z,1,M,-11.7
Snake_1,2023-06-09T00:05:20Z,1,M,-11.3
Snake_1,2023-06-09T00:05:24Z,1,M,-11.2
Snake_1,2023-06-09T00:05:26Z,1,M,-10.5
Snake_1,2023-06-09T00:05:27Z,1,M,-10.2
Snake_1,2023-06-09T00:05:29Z,1,M,-9.9
Snake_1,2023-06-09T00:05:31Z,1,M,-9.6
Snake_1,2023-06-09T00:05:33Z,1,M,-9.2
Snake_1,2023-06-09T00:05:46Z,1,M,-7.8
Snake_1,2023-06-09T00:06:08Z,1,M,-4.4
Snake_1,2023-06-09T00:06:47Z,1,M,-3.8
Snake_1,2023-06-09T00:06:49Z,1,M,-4.3
Snake_1,2023-06-09T00:06:51Z,1,M,-4.5
Snake_1,2023-06-09T00:06:53Z,1,M,-5
Snake_1,2023-06-09T00:06:55Z,1,M,-5.3
Snake_1,2023-06-09T00:07:30Z,1,M,-8.2
Snake_1,2023-06-09T00:07:35Z,1,M,-8.3
Snake_1,2023-06-09T00:07:41Z,1,M,-8.3
Snake_1,2023-06-09T00:07:43Z,1,M,-8.5
Snake_1,2023-06-09T00:07:44Z,1,M,-8.5
Snake_1,2023-06-09T00:07:46Z,1,M,-8.6
Snake_1,2023-06-09T00:07:48Z,1,M,-8.6
Snake_1,2023-06-09T00:07:52Z,1,M,-8.6
Snake_1,2023-06-09T00:07:57Z,1,M,-8.8
Snake_1,2023-06-09T00:08:13Z,1,M,-8.9
Snake_1,2023-06-09T00:08:15Z,1,M,-8.8
Snake_1,2023-06-09T00:08:23Z,1,M,-9.2
Snake_1,2023-06-09T00:08:24Z,1,M,-9
Snake_1,2023-06-09T00:08:28Z,1,M,-9
Snake_1,2023-06-09T00:08:32Z,1,M,-9
Snake_1,2023-06-09T00:08:33Z,1,M,-8.8
Snake_1,2023-06-09T00:08:35Z,1,M,-8.9
Snake_1,2023-06-09T00:08:37Z,1,M,-8.9
Snake_1,2023-06-09T00:08:42Z,1,M,-9
Snake_1,2023-06-09T00:08:44Z,1,M,-8.8
Snake_1,2023-06-09T00:08:46Z,1,M,-8.9
Snake_1,2023-06-09T00:08:48Z,1,M,-8.9
Snake_1,2023-06-09T00:08:50Z,1,M,-8.8
Snake_1,2023-06-09T00:08:51Z,1,M,-8.9
Snake_1,2023-06-09T00:09:06Z,1,M,-8.8
Snake_1,2023-06-09T00:09:08Z,1,M,-8.6
Snake_1,2023-06-09T00:09:17Z,1,M,-8.4
Snake_1,2023-06-09T00:09:19Z,1,M,-8.4
Snake_1,2023-06-09T00:09:21Z,1,M,-8.3
Snake_1,2023-06-09T00:09:32Z,1,M,-8.2
Snake_1,2023-06-09T00:09:33Z,1,M,-8.1
Snake_1,2023-06-09T00:09:35Z,1,M,-8
Snake_1,2023-06-09T00:09:39Z,1,M,-8.1
Snake_1,2023-06-09T00:09:44Z,1,M,-7.9
Snake_1,2023-06-09T00:10:01Z,1,M,-8
Snake_1,2023-06-09T00:10:39Z,1,M,-7.3
Snake_1,2023-06-09T00:10:54Z,1,M,-6.9
Snake_1,2023-06-09T00:12:11Z,1,M,-5.7
Snake_1,2023-06-09T00:12:18Z,1,M,-5.5
Snake_1,2023-06-09T00:12:20Z,1,M,-5.4
Snake_1,2023-06-09T00:12:22Z,1,M,-5.3
Snake_1,2023-06-09T00:13:37Z,1,M,-5
Snake_1,2023-06-09T00:13:48Z,1,M,-6.9
Snake_1,2023-06-09T00:13:52Z,1,M,-7.6
Snake_1,2023-06-09T00:14:18Z,1,M,-11.9
Snake_1,2023-06-09T00:14:51Z,1,M,-14.3
Snake_1,2023-06-09T00:14:56Z,1,M,-14.9
Snake_1,2023-06-09T00:14:58Z,1,M,-15.2
Snake_1,2023-06-09T00:15:00Z,1,M,-15.3
Snake_1,2023-06-09T00:15:01Z,1,M,-15.7
Snake_1,2023-06-09T00:15:03Z,1,M,-15.7
Snake_1,2023-06-09T00:15:05Z,1,M,-16
Snake_1,2023-06-09T00:15:06Z,1,M,-16.4
Snake_1,2023-06-09T00:15:08Z,1,M,-16.9
Snake_1,2023-06-09T00:15:10Z,1,M,-17.3
Snake_1,2023-06-09T00:15:11Z,1,M,-17.8
Snake_1,2023-06-09T00:15:16Z,1,M,-19.3
Snake_1,2023-06-09T00:15:18Z,1,M,-19.7
Snake_1,2023-06-09T00:15:19Z,1,M,-20.1
Snake_1,2023-06-09T00:15:21Z,1,M,-20.6
Snake_1,2023-06-09T00:15:23Z,1,M,-21.1
Snake_1,2023-06-09T00:15:24Z,1,M,-21.4
Snake_1,2023-06-09T00:15:26Z,1,M,-21.5
Snake_1,2023-06-09T00:15:27Z,1,M,-21.5
Snake_1,2023-06-09T00:15:29Z,1,M,-21.4
Snake_1,2023-06-09T00:15:30Z,1,M,-21.6
Snake_1,2023-06-09T00:15:33Z,1,B,-21.6
Snake_1,2023-06-09T00:15:37Z,1,B,-21.4
Snake_1,2023-06-09T00:15:38Z,1,B,-21.3
Snake_1,2023-06-09T00:15:41Z,1,B,-21.5
Snake_1,2023-06-09T00:15:46Z,1,B,-21.5
Snake_1,2023-06-09T00:15:48Z,1,B,-21.6
Snake_1,2023-06-09T00:15:49Z,1,B,-21.5
Snake_1,2023-06-09T00:15:51Z,1,B,-21.4
Snake_1,2023-06-09T00:15:52Z,1,B,-21.4
Snake_1,2023-06-09T00:15:54Z,1,B,-21.4
Snake_1,2023-06-09T00:15:55Z,1,B,-21.5
Snake_1,2023-06-09T00:16:03Z,1,B,-22.7
Snake_1,2023-06-09T00:16:05Z,1,B,-21.4
Snake_1,2023-06-09T00:16:11Z,1,B,-21.4
Snake_1,2023-06-09T00:16:14Z,1,B,-21.4
Snake_1,2023-06-09T00:16:16Z,1,B,-21.2
Snake_1,2023-06-09T00:16:17Z,1,B,-21.4
Snake_1,2023-06-09T00:16:19Z,1,B,-21.4
Snake_1,2023-06-09T00:16:20Z,1,B,-21.3
Snake_1,2023-06-09T00:16:22Z,1,B,-21.4
Snake_1,2023-06-09T00:16:23Z,1,B,-21.3
Snake_1,2023-06-09T00:16:25Z,1,B,-21.2
Snake_1,2023-06-09T00:16:27Z,1,B,-21.2
Snake_1,2023-06-09T00:16:28Z,1,B,-21.4
Snake_1,2023-06-09T00:16:30Z,1,B,-21.4
Snake_1,2023-06-09T00:16:31Z,1,B,-21.5
Snake_1,2023-06-09T00:16:33Z,1,B,-21.5
Snake_1,2023-06-09T00:16:34Z,1,B,-21.5
Snake_1,2023-06-09T00:16:58Z,1,B,-21.7
Snake_1,2023-06-09T00:16:59Z,1,B,-21.7
Snake_1,2023-06-09T00:17:01Z,1,B,-21.6
Snake_1,2023-06-09T00:17:02Z,1,B,-21.7
Snake_1,2023-06-09T00:17:04Z,1,B,-21.6
Snake_1,2023-06-09T00:17:05Z,1,B,-21.6
Snake_1,2023-06-09T00:17:10Z,1,B,-21.6
Snake_1,2023-06-09T00:17:12Z,1,B,-21.4
Snake_1,2023-06-09T00:17:13Z,1,B,-21.5
Snake_1,2023-06-09T00:17:15Z,1,B,-21.5
Snake_1,2023-06-09T00:17:16Z,1,B,-21.6
Snake_1,2023-06-09T00:17:18Z,1,B,-21.7
Snake_1,2023-06-09T00:17:20Z,1,B,-21.6
Snake_1,2023-06-09T00:17:21Z,1,B,-21.6
Snake_1,2023-06-09T00:17:23Z,1,B,-21.7
Snake_1,2023-06-09T00:17:24Z,1,B,-21.6
Snake_1,2023-06-09T00:17:26Z,1,B,-21.6
Snake_1,2023-06-09T00:17:29Z,1,B,-21.8
Snake_1,2023-06-09T00:17:37Z,1,B,-21.7
Snake_1,2023-06-09T00:17:38Z,1,B,-21.5
Snake_1,2023-06-09T00:17:40Z,1,B,-21.6
Snake_1,2023-06-09T00:17:41Z,1,B,-21.7
Snake_1,2023-06-09T00:17:49Z,1,B,-22.9
Snake_1,2023-06-09T00:17:51Z,1,B,-21.7
Snake_1,2023-06-09T00:17:52Z,1,B,-21.8
Snake_1,2023-06-09T00:17:54Z,1,B,-21.7
Snake_1,2023-06-09T00:17:55Z,1,B,-21.7
Snake_1,2023-06-09T00:17:57Z,1,B,-21.7
Snake_1,2023-06-09T00:17:58Z,1,B,-21.7
Snake_1,2023-06-09T00:18:00Z,1,B,-21.7
Snake_1,2023-06-09T00:18:02Z,1,B,-21.7
Snake_1,2023-06-09T00:18:03Z,1,B,-21.8
Snake_1,2023-06-09T00:18:05Z,1,B,-21.7
Snake_1,2023-06-09T00:18:06Z,1,B,-21.7
Snake_1,2023-06-09T00:18:08Z,1,B,-21.7
Snake_1,2023-06-09T00:18:09Z,1,B,-21.7
Snake_1,2023-06-09T00:18:11Z,1,B,-21.7
Snake_1,2023-06-09T00:18:12Z,1,B,-21.7
Snake_1,2023-06-09T00:18:14Z,1,B,-21.7
Snake_1,2023-06-09T00:18:16Z,1,B,-21.6
Snake_1,2023-06-09T00:18:17Z,1,B,-21.7
Snake_1,2023-06-09T00:18:19Z,1,B,-21.7
Snake_1,2023-06-09T00:18:20Z,1,B,-21.7
Snake_1,2023-06-09T00:18:23Z,1,B,-21.6
Snake_1,2023-06-09T00:18:25Z,1,B,-21.7
Snake_1,2023-06-09T00:18:26Z,1,B,-21.7
Snake_1,2023-06-09T00:18:28Z,1,B,-21.6
Snake_1,2023-06-09T00:18:30Z,1,B,-21.7
Snake_1,2023-06-09T00:18:31Z,1,B,-21.7
Snake_1,2023-06-09T00:18:33Z,1,B,-21.7
Snake_1,2023-06-09T00:18:34Z,1,B,-21.6
Snake_1,2023-06-09T00:18:36Z,1,B,-21.8
Snake_1,2023-06-09T00:18:37Z,1,B,-21.6
Snake_1,2023-06-09T00:18:44Z,1,B,-21.7
Snake_1,2023-06-09T00:18:45Z,1,B,-21.5
Snake_1,2023-06-09T00:18:47Z,1,B,-21.5
Snake_1,2023-06-09T00:18:48Z,1,B,-21.7
Snake_1,2023-06-09T00:18:53Z,1,B,-21.6
Snake_1,2023-06-09T00:18:54Z,1,B,-21.8
Snake_1,2023-06-09T00:18:58Z,1,B,-21.8
Snake_1,2023-06-09T00:18:59Z,1,B,-21.2
Snake_1,2023-06-09T00:19:02Z,1,B,-21.6
Snake_1,2023-06-09T00:19:07Z,1,A1,-20.9
Snake_1,2023-06-09T00:19:09Z,1,A1,-20.8
Snake_1,2023-06-09T00:19:10Z,1,A1,-20.6
Snake_1,2023-06-09T00:19:12Z,1,A1,-20.4
Snake_1,2023-06-09T00:19:13Z,1,A1,-20.3
Snake_1,2023-06-09T00:19:15Z,1,A1,-20.1
Snake_1,2023-06-09T00:19:16Z,1,A1,-20.1
Snake_1,2023-06-09T00:19:18Z,1,A1,-20
Snake_1,2023-06-09T00:19:20Z,1,A1,-19.8
Snake_1,2023-06-09T00:19:24Z,1,A1,-19.4
Snake_1,2023-06-09T00:19:26Z,1,A1,-19
Snake_1,2023-06-09T00:19:29Z,1,A1,-19.2
Snake_1,2023-06-09T00:19:42Z,1,A1,-17.9
Snake_1,2023-06-09T00:19:44Z,1,A1,-17.3
Snake_1,2023-06-09T00:19:46Z,1,A1,-17.7
Snake_1,2023-06-09T00:19:47Z,1,A1,-16.7
Snake_1,2023-06-09T00:19:52Z,1,A1,-16.9
Snake_1,2023-06-09T00:19:54Z,1,A1,-16.7
Snake_1,2023-06-09T00:19:55Z,1,A1,-16.4
Snake_1,2023-06-09T00:20:10Z,1,A1,-15.4
Snake_1,2023-06-09T00:20:12Z,1,A1,-15.3
Snake_1,2023-06-09T00:20:16Z,1,A1,-15.1
Snake_1,2023-06-09T00:20:17Z,1,A1,-15.1
Snake_1,2023-06-09T00:20:31Z,1,A1,-14.5
Snake_1,2023-06-09T00:20:33Z,1,A1,-14.2
Snake_1,2023-06-09T00:20:34Z,1,A1,-14
Snake_1,2023-06-09T00:20:39Z,1,A1,-13.7
Snake_1,2023-06-09T00:20:41Z,1,A1,-13.4
Snake_1,2023-06-09T00:20:43Z,1,A1,-13.2
Snake_1,2023-06-09T00:20:48Z,1,A1,-12.9
Snake_1,2023-06-09T00:20:50Z,1,A1,-13
Snake_1,2023-06-09T00:20:55Z,1,A1,-12.6
Snake_1,2023-06-09T00:20:57Z,1,A1,-12.5
Snake_1,2023-06-09T00:21:02Z,1,A1,-12.4
Snake_1,2023-06-09T00:21:04Z,1,A1,-12.2
Snake_1,2023-06-09T00:21:05Z,1,A1,-12
Snake_1,2023-06-09T00:21:07Z,1,A1,-11.9
Snake_1,2023-06-09T00:21:09Z,1,A1,-11.9
Snake_1,2023-06-09T00:21:11Z,1,A1,-11.7
Snake_1,2023-06-09T00:21:12Z,1,A1,-11.6
Snake_1,2023-06-09T00:21:19Z,1,A1,-11.3
Snake_1,2023-06-09T00:21:21Z,1,A1,-11.3
Snake_1,2023-06-09T00:21:23Z,1,A1,-11.3
Snake_1,2023-06-09T00:21:30Z,1,A1,-10.9
Snake_1,2023-06-09T00:21:44Z,1,A1,-10
Snake_1,2023-06-09T00:21:50Z,1,GA,-11.3
Snake_1,2023-06-09T00:21:51Z,1,GA,-9.7
Snake_1,2023-06-09T00:21:57Z,1,GA,-9.9
Snake_1,2023-06-09T00:21:59Z,1,GA,-9.4
Snake_1,2023-06-09T00:22:00Z,1,GA,-9.2
Snake_1,2023-06-09T00:22:02Z,1,GA,-9.2
Snake_1,2023-06-09T00:22:06Z,1,GA,-9.5
Snake_1,2023-06-09T00:22:08Z,1,GA,-9
Snake_1,2023-06-09T00:22:09Z,1,GA,-9
Snake_1,2023-06-09T00:22:11Z,1,GA,-8.9
Snake_1,2023-06-09T00:22:17Z,1,GA,-9.4
Snake_1,2023-06-09T00:22:19Z,1,GA,-8.9
Snake_1,2023-06-09T00:22:24Z,1,GA,-8.7
Snake_1,2023-06-09T00:22:26Z,1,GA,-8.8
Snake_1,2023-06-09T00:22:28Z,1,GA,-8.6
Snake_1,2023-06-09T00:22:29Z,1,GA,-8.7
Snake_1,2023-06-09T00:22:37Z,1,GA,-9.1
Snake_1,2023-06-09T00:22:39Z,1,GA,-8.4
Snake_1,2023-06-09T00:22:42Z,1,GA,-8.4
Snake_1,2023-06-09T00:22:44Z,1,GA,-8.4
Snake_1,2023-06-09T00:22:48Z,1,GA,-8.2
Snake_1,2023-06-09T00:22:49Z,1,GA,-8.2
Snake_1,2023-06-09T00:22:51Z,1,GA,-8.4
Snake_1,2023-06-09T00:22:55Z,1,GA,-8.9
Snake_1,2023-06-09T00:23:11Z,1,GA,-8.3
Snake_1,2023-06-09T00:23:24Z,1,GA,-8.8
Snake_1,2023-06-09T00:23:30Z,1,A2,-7.9
Snake_1,2023-06-09T00:23:35Z,1,A2,-8
Snake_1,2023-06-09T00:23:37Z,1,A2,-7.8
Snake_1,2023-06-09T00:23:39Z,1,A2,-7.8
Snake_1,2023-06-09T00:23:41Z,1,A2,-7.8
Snake_1,2023-06-09T00:23:48Z,1,A2,-7.4
Snake_1,2023-06-09T00:23:52Z,1,A2,-7.3
Snake_1,2023-06-09T00:23:53Z,1,A2,-6.9
Snake_1,2023-06-09T00:23:59Z,1,A2,-5.6
Snake_1,2023-06-09T00:24:22Z,1,A2,-1.5
Snake_1,2023-06-09T00:24:28Z,1,A2,-3
Snake_1,2023-06-09T00:24:30Z,1,A2,-1.7
Snake_1,2023-06-09T00:24:32Z,1,A2,-1.2
Snake_1,2023-06-09T00:24:59Z,1,A2,-2.8
Snake_1,2023-06-09T00:25:01Z,1,A2,-2.3
Snake_1,2023-06-09T00:25:03Z,1,A2,-1.8
Snake_1,2023-06-09T00:25:09Z,1,A2,-2.6
Snake_1,2023-06-09T00:25:11Z,1,A2,-2.9
Snake_1,2023-06-09T00:25:17Z,1,A2,-4.1
Snake_1,2023-06-09T00:25:19Z,1,A2,-4.5
Snake_1,2023-06-09T00:25:21Z,1,A2,-4.8
Snake_1,2023-06-09T00:25:23Z,1,A2,-5
Snake_1,2023-06-09T00:25:24Z,1,A2,-4.8
Snake_1,2023-06-09T00:25:26Z,1,A2,-4.5
Snake_1,2023-06-09T00:25:28Z,1,A2,-4.2
Snake_1,2023-06-09T00:25:30Z,1,A2,-4
Snake_1,2023-06-09T00:25:32Z,1,A2,-3.6
Snake_1,2023-06-09T00:25:34Z,1,A2,-3.3
Snake_1,2023-06-09T00:25:36Z,1,A2,-3.1
Snake_1,2023-06-09T00:25:38Z,1,A2,-3.5
Snake_1,2023-06-09T00:25:40Z,1,A2,-4.1
Snake_1,2023-06-09T00:25:42Z,1,A2,-4.2
Snake_1,2023-06-09T00:25:44Z,1,A2,-4.6
Snake_1,2023-06-09T00:25:45Z,1,A2,-4.6
Snake_1,2023-06-09T00:25:47Z,1,A2,-4.4
Snake_1,2023-06-09T00:25:49Z,1,A2,-4.3
Snake_1,2023-06-09T00:25:51Z,1,A2,-3.8
Snake_1,2023-06-09T00:25:57Z,1,A2,-3.8
Snake_1,2023-06-09T00:25:59Z,1,A2,-4.2
Snake_1,2023-06-09T00:26:01Z,1,A2,-4.5
Snake_1,2023-06-09T00:26:10Z,1,A2,-4.3
Snake_1,2023-06-09T00:26:12Z,1,A2,-3.9
Snake_1,2023-06-09T00:26:14Z,1,A2,-3.8
Snake_1,2023-06-09T00:26:16Z,1,A2,-3.6
Snake_1,2023-06-09T00:26:18Z,1,A2,-3.3
Snake_1,2023-06-09T00:26:20Z,1,A2,-2.8
Snake_1,2023-06-09T00:26:22Z,1,A2,-2.6
Snake_1,2023-06-09T00:26:39Z,1,X,-0.3
Snake_1,2023-06-09T00:26:41Z,2,D,-1.1
Snake_1,2023-06-09T00:26:43Z,2,D,-1.6
Snake_1,2023-06-09T00:26:45Z,2,D,-2.1
Snake_1,2023-06-09T00:26:55Z,2,D,-4.1
Snake_1,2023-06-09T00:27:01Z,2,D,-5.3
Snake_1,2023-06-09T00:27:02Z,2,D,-5.3
Snake_1,2023-06-09T00:27:04Z,2,D,-5
Snake_1,2023-06-09T00:27:06Z,2,D,-4.8
Snake_1,2023-06-09T00:27:08Z,2,D,-5.2
Snake_1,2023-06-09T00:27:10Z,2,D,-5.5
Snake_1,2023-06-09T00:27:12Z,2,D,-5.9
Snake_1,2023-06-09T00:27:14Z,2,D,-6.3
Snake_1,2023-06-09T00:27:16Z,2,D,-6.7
Snake_1,2023-06-09T00:27:17Z,2,D,-7.1
Snake_1,2023-06-09T00:27:19Z,2,D,-7.6
Snake_1,2023-06-09T00:27:21Z,2,D,-7.7
Snake_1,2023-06-09T00:27:23Z,2,D,-7.9
Snake_1,2023-06-09T00:27:25Z,2,D,-8.7
Snake_1,2023-06-09T00:27:27Z,2,D,-8.7
Snake_1,2023-06-09T00:27:28Z,2,D,-9
Snake_1,2023-06-09T00:27:30Z,2,D,-9.3
Snake_1,2023-06-09T00:27:32Z,2,D,-9.6
Snake_1,2023-06-09T00:27:34Z,2,D,-9.9
Snake_1,2023-06-09T00:27:36Z,2,D,-10.2
Snake_1,2023-06-09T00:27:39Z,2,D,-10.8
Snake_1,2023-06-09T00:27:41Z,2,D,-11
Snake_1,2023-06-09T00:27:43Z,2,D,-11.4
Snake_1,2023-06-09T00:27:44Z,2,D,-11.7
